date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
20051209,sh.000001,1097.515,1114.584,1094.738,1113.477,1098.323,1348701000,6071547008,3,0.008774,1,1.379745,0
20051212,sh.000001,1115.751,1118.525,1109.082,1116.367,1113.477,1194463700,5462027464,3,0.007767,1,0.259538,0
20051213,sh.000001,1115.765,1119.421,1106.749,1117.846,1116.367,1137609200,5192940033,3,0.007375,1,0.132484,0
20051214,sh.000001,1117.47,1127.629,1110.206,1125.387,1117.846,1502212400,7022886804,3,0.009739,1,0.674602,0
20051215,sh.000001,1125.672,1134.853,1121.556,1123.555,1125.387,1682425900,7606543982,3,0.010898,1,-0.16278,0
20051216,sh.000001,1122.733,1127.941,1118.936,1127.508,1123.555,1261077700,5810025347,3,0.008169,1,0.35183,0
20051219,sh.000001,1127.837,1134.5,1123.504,1131.751,1127.508,1222867800,5214816908,3,0.007914,1,0.37631,0
20051220,sh.000001,1131.796,1136.386,1126.991,1136.342,1131.751,1171271000,5224166565,3,0.007574,1,0.40566,0
20051221,sh.000001,1135.977,1142.393,1128.943,1130.759,1136.342,1229232200,5550112818,3,0.007944,1,-0.491314,0
20051222,sh.000001,1129.564,1136.001,1125.954,1135.238,1130.759,1112153900,5187955174,3,0.007183,1,0.396106,0
20051223,sh.000001,1135.705,1144.938,1135.074,1144.871,1135.238,1447255300,6620143423,3,0.009347,1,0.848539,0
20051226,sh.000001,1145.77,1159.782,1145.337,1156.823,1144.871,1865313300,8583105005,3,0.012042,1,1.043963,0
20051227,sh.000001,1157.489,1158.163,1149.847,1154.288,1156.823,1567388300,7091742297,3,0.010103,1,-0.219138,0
20051228,sh.000001,1155.117,1157.197,1149.271,1157.034,1154.288,1468028600,6585027609,3,0.009463,1,0.237904,0
20051229,sh.000001,1157.506,1169.867,1157.505,1169.862,1157.034,2180339900,10681224358,3,0.014045,1,1.108697,0
20051230,sh.000001,1171.575,1173.064,1158.966,1161.057,1169.862,2002793400,10196713857,3,0.012885,1,-0.752657,0
20060104,sh.000001,1163.878,1181.004,1161.906,1180.963,1161.057,2325854200,11970425035,3,0.015049,1,1.714473,0
20060105,sh.000001,1183.305,1197.837,1180.451,1197.269,1180.963,2948447900,14767201450,3,0.019075,1,1.38074,0
20060106,sh.000001,1198.811,1215.536,1191.614,1209.422,1197.269,3434285600,17130467164,3,0.022207,1,1.015056,0
20060109,sh.000001,1210.32,1217.314,1205.248,1215.668,1209.422,2870665700,14206400301,3,0.018558,1,0.516443,0
20060110,sh.000001,1215.848,1220.756,1203.651,1220.618,1215.668,2679454700,13496372593,3,0.017307,1,0.40719,0
20060111,sh.000001,1219.811,1223.559,1204.041,1211.053,1220.618,3063146400,15064367454,3,0.019771,1,-0.783625,0
20060112,sh.000001,1208.766,1227.302,1205.283,1226.704,1211.053,2701891600,12903535168,3,0.017429,1,1.292346,0
20060113,sh.000001,1228.157,1231.223,1214.881,1221.459,1226.704,2770857800,13205628847,3,0.017859,1,-0.427568,0
20060116,sh.000001,1221.11,1221.386,1202.587,1202.869,1221.459,2527431800,11984845886,3,0.016279,1,-1.521948,0
20060117,sh.000001,1200.255,1209.024,1198.839,1208.438,1202.869,1972646200,9452655613,3,0.012706,1,0.462974,0
20060118,sh.000001,1207.525,1234.529,1206.359,1233.35,1208.438,2666785400,12458427121,3,0.017165,1,2.061503,0
20060119,sh.000001,1235.083,1251.957,1230.85,1251.576,1233.35,3361774900,15371377884,3,0.021594,1,1.47777,0
20060120,sh.000001,1251.409,1258.698,1247.205,1255.308,1251.576,3320392300,16220854863,3,0.021327,1,0.298179,0
20060123,sh.000001,1254.777,1257.347,1244.274,1255.774,1255.308,2902866000,14114136663,3,0.018623,1,0.037128,0
20060124,sh.000001,1256.005,1262.087,1247.007,1252.062,1255.774,2967142100,15779296153,3,0.018904,1,-0.295598,0
20060125,sh.000001,1251.269,1260.174,1245.916,1258.046,1252.062,2655866000,13682169574,3,0.016911,1,0.477932,0
20060206,sh.000001,1263.003,1287.665,1263.003,1287.626,1258.046,2917750700,14910754726,3,0.018575,1,2.351262,0
20060207,sh.000001,1289.453,1297.404,1270.404,1282.096,1287.626,3840474100,19670593251,3,0.024447,1,-0.429475,0
20060208,sh.000001,1282.121,1291.737,1276.02,1290.055,1282.096,3285729900,16340287449,3,0.020906,1,0.620789,0
20060209,sh.000001,1288.966,1288.966,1266.811,1269.454,1290.055,2907909100,14199096200,3,0.018478,1,-1.596914,0
20060210,sh.000001,1269.536,1284.096,1266.225,1282.656,1269.454,2631421100,13158590275,3,0.016686,1,1.039977,0
20060213,sh.000001,1283.776,1284.951,1267.561,1279.64,1282.656,2613177200,12998010712,3,0.016549,1,-0.235136,0
20060214,sh.000001,1279.627,1286.421,1275.85,1286.327,1279.64,2254170400,11114639691,3,0.014263,1,0.52257,0
20060215,sh.000001,1289.138,1300.995,1288.637,1299.166,1286.327,3014790400,14778787047,3,0.019065,1,0.998112,0
20060216,sh.000001,1298.497,1298.497,1268.564,1270.633,1299.166,3235260700,15711529868,3,0.020424,1,-2.196252,0
20060217,sh.000001,1269.4,1280.041,1265.141,1267.408,1270.633,2590306700,12612954583,3,0.016332,1,-0.253818,0
20060220,sh.000001,1268.107,1279.423,1265.38,1267.542,1267.408,2154279700,10469048170,3,0.013581,1,0.010575,0
20060221,sh.000001,1266.645,1288.546,1256.808,1288.419,1267.542,2665902100,12932889789,3,0.016796,1,1.647042,0
20060222,sh.000001,1288.853,1297.939,1282.91,1284.226,1288.419,2851784100,13583894015,3,0.017947,1,-0.325437,0
20060223,sh.000001,1284.13,1289.943,1273.942,1288.847,1284.226,2287504700,10638933783,3,0.014392,1,0.359835,0
20060224,sh.000001,1289.434,1297.343,1286.962,1296.866,1288.847,2357814800,11377200922,3,0.014831,1,0.622178,0
20060227,sh.000001,1297.687,1304.613,1293.467,1297.186,1296.866,2681978500,13278273095,3,0.016761,1,0.02468,0
20060228,sh.000001,1294.807,1299.473,1277.741,1299.03,1297.186,2364742200,11698977874,3,0.014762,1,0.142153,0
20060301,sh.000001,1299.154,1308.196,1297.763,1306.586,1299.03,2364067400,11713886665,3,0.014741,1,0.581667,0
20060302,sh.000001,1306.585,1307.639,1281.571,1285.666,1306.586,2844572900,14619800288,3,0.017712,1,-1.601122,0
20060303,sh.000001,1284.606,1295.411,1275.624,1293.297,1285.666,2492545800,12505595080,3,0.015498,1,0.593543,0
20060306,sh.000001,1292.747,1296.847,1286.644,1288.955,1293.297,2032958200,9697600024,3,0.012634,1,-0.335734,0
20060307,sh.000001,1288.255,1288.255,1257.54,1259.916,1288.955,2265339500,10611752979,3,0.014066,1,-2.252906,0
20060308,sh.000001,1256.685,1258.239,1238.156,1250.384,1259.916,1984157400,9328367206,3,0.012308,1,-0.756557,0
20060309,sh.000001,1247.462,1253.758,1242.681,1245.166,1250.384,1538593400,7572686295,3,0.009534,1,-0.417313,0
20060310,sh.000001,1245.188,1253.911,1240.751,1245.653,1245.166,1409562600,7034995125,3,0.008724,1,0.039106,0
20060313,sh.000001,1245.3,1260.071,1245.3,1259.674,1245.653,1377515300,6762688336,3,0.008516,1,1.125594,0
20060314,sh.000001,1260.422,1262.752,1250.277,1259.044,1259.674,1487571200,7156890130,3,0.009189,1,-0.050013,0
20060315,sh.000001,1259.231,1275.515,1258.146,1274.812,1259.044,1845126900,9402430254,3,0.011384,1,1.252384,0
20060316,sh.000001,1274.615,1277.194,1270.831,1274.19,1274.812,1832269900,9294380375,3,0.011299,1,-0.048797,0
20060317,sh.000001,1273.01,1276.628,1265.606,1269.462,1274.19,1875480400,9258870683,3,0.011557,1,-0.371052,0
20060320,sh.000001,1269.581,1288.971,1264.41,1288.418,1269.462,2029717400,9830202821,3,0.012503,1,1.493226,0
20060321,sh.000001,1288.555,1297.608,1285.431,1290.395,1288.418,2434568700,12044252276,3,0.014993,1,0.153448,0
20060322,sh.000001,1289.461,1296.912,1281.128,1296.706,1290.395,2233009000,10977859974,3,0.013746,1,0.489078,0
20060323,sh.000001,1296.194,1302.791,1289.525,1302.457,1296.706,2546540800,12667480373,3,0.015676,1,0.443507,0
20060324,sh.000001,1302.141,1308.057,1293.296,1294.704,1302.457,2442393600,12420500906,3,0.015034,1,-0.595263,0
20060327,sh.000001,1296.066,1296.593,1283.682,1295.915,1294.704,2061324600,10310244124,3,0.012677,1,0.093539,0
20060328,sh.000001,1295.76,1302.648,1293,1298.791,1295.915,2501182600,11798730430,3,0.015343,1,0.221926,0
20060329,sh.000001,1299.383,1313.125,1296.59,1305.567,1298.791,3415223600,17299640360,3,0.020919,1,0.521716,0
20060330,sh.000001,1305.843,1308.496,1293.829,1294.718,1305.567,2603882700,13523584673,3,0.015924,1,-0.83098,0
20060331,sh.000001,1291.518,1298.751,1285.735,1298.295,1294.718,2663685800,13957859443,3,0.016246,1,0.276278,0
20060403,sh.000001,1298.684,1319.485,1298.684,1319.471,1298.295,3280466900,17513531801,3,0.019978,1,1.631055,0
20060404,sh.000001,1319.837,1330.105,1315.331,1329.798,1319.471,3713405000,19932253301,3,0.022609,1,0.782664,0
20060405,sh.000001,1330.561,1341.504,1326.533,1340.162,1329.798,3776319800,20009046284,3,0.022936,1,0.779367,0
20060406,sh.000001,1341.736,1348.52,1336.138,1339.737,1340.162,4171507500,22006608985,3,0.025306,1,-0.031707,0
20060407,sh.000001,1340.646,1345.291,1330.513,1342.965,1339.737,4066605500,20781669064,3,0.024651,1,0.240936,0
20060410,sh.000001,1344.239,1359.408,1339.523,1359.081,1342.965,4141542800,20511655711,3,0.025092,1,1.200038,0
20060411,sh.000001,1360.978,1366.523,1350.323,1362.229,1359.081,4387040800,22753839571,3,0.02656,1,0.231623,0
20060412,sh.000001,1361.741,1364.691,1355.655,1360.132,1362.229,3712907200,18649703724,3,0.022404,1,-0.153942,0
20060413,sh.000001,1359.278,1364.316,1331.682,1332.33,1360.132,4129905500,20205465502,3,0.024907,1,-2.044067,0
20060414,sh.000001,1330.095,1360.094,1328.435,1359.538,1332.33,3787121900,17964278869,3,0.022772,1,2.042137,0
20060417,sh.000001,1360.644,1383.654,1353.396,1378.614,1359.538,4221976100,20238073664,3,0.025143,1,1.403127,0
20060418,sh.000001,1379.813,1391.378,1370.153,1385.114,1378.614,3678518100,18176065110,3,0.02188,1,0.471488,0
20060419,sh.000001,1389.134,1399.547,1378.796,1396.702,1385.114,4057816300,21447388304,3,0.024068,1,0.836611,0
20060420,sh.000001,1398.098,1404.192,1376.961,1385.9,1396.702,4330328800,23759758644,3,0.025632,1,-0.773393,0
20060421,sh.000001,1385.923,1419.891,1383.45,1416.793,1385.9,4556910300,24823370098,3,0.026939,1,2.229089,0
20060424,sh.000001,1423.409,1429.056,1402.269,1409.786,1416.793,5201580300,28552131616,3,0.030646,1,-0.494565,0
20060425,sh.000001,1405.898,1409.274,1386.126,1399.767,1409.786,4324883600,24511654275,3,0.025516,1,-0.710678,0
20060426,sh.000001,1399.068,1426.626,1397.349,1417.477,1399.767,4841064900,27897759737,3,0.028539,1,1.265216,0
20060427,sh.000001,1418.903,1424.465,1407.141,1416.732,1417.477,3760844400,21064881051,3,0.022166,1,-0.052558,0
20060428,sh.000001,1403.523,1444.714,1389.346,1440.223,1416.732,4456204300,25076312378,3,0.026236,1,1.658109,0
20060508,sh.000001,1446.992,1497.202,1446.992,1497.104,1440.223,5162065500,29260804817,3,0.030386,1,3.949457,0
20060509,sh.000001,1503.239,1532.754,1497.994,1531.161,1497.104,6468390400,36327086939,3,0.038052,1,2.274859,0
20060510,sh.000001,1537.561,1554.034,1518.335,1545.687,1531.161,6271709600,35931317939,3,0.036883,1,0.948692,0
20060511,sh.000001,1547.556,1583.761,1536.292,1537.377,1545.687,7321833500,42935467046,3,0.043011,1,-0.537629,0
20060512,sh.000001,1532.878,1603.211,1531.233,1602.832,1537.377,6839375200,41492555006,3,0.04011,1,4.257582,0
20060515,sh.000001,1616.259,1664.938,1606.57,1664.088,1602.832,8772527000,52436501239,3,0.05138,1,3.821734,0
20060516,sh.000001,1658.692,1678.599,1604.784,1613.251,1664.088,8827504000,53444626416,3,0.051394,1,-3.054949,0
20060517,sh.000001,1613.23,1640.695,1592.185,1625.146,1613.251,7098053400,42970463909,3,0.041244,1,0.737332,0
20060518,sh.000001,1611.657,1630.073,1582.962,1617.281,1625.146,6058510700,35559097667,3,0.03518,1,-0.483956,0
20060519,sh.000001,1620.213,1664.614,1610.04,1659.545,1617.281,7708629100,41434527427,3,0.044242,1,2.613277,0
20060522,sh.000001,1656.754,1674.221,1646.683,1657.689,1659.545,7725887300,43695717336,3,0.044271,1,-0.111843,0
20060523,sh.000001,1647.962,1648.528,1597.102,1604.552,1657.689,6990014500,38919582106,3,0.040023,1,-3.205485,0
20060524,sh.000001,1609.742,1634.59,1562.387,1590.924,1604.552,5727043200,32875831926,3,0.032746,1,-0.849337,0
20060525,sh.000001,1585.466,1598.559,1563.863,1591.425,1590.924,4104937200,23023859728,3,0.023428,1,0.031497,0
20060526,sh.000001,1596.565,1614.553,1593.093,1613.894,1591.425,4372253200,24308642671,3,0.024934,1,1.411879,0
20060529,sh.000001,1622.108,1648.838,1609.005,1648.538,1613.894,5171516800,29314321524,3,0.029468,1,2.146605,0
20060530,sh.000001,1654.98,1663.929,1634.9,1657.288,1648.538,5308773300,31990664198,3,0.03021,1,0.530773,0
20060531,sh.000001,1656.284,1667.233,1628.679,1641.3,1657.288,5701597900,33089439894,3,0.032401,1,-0.964704,0
20060601,sh.000001,1639.673,1684.709,1635.746,1684.195,1641.3,6784386400,38465780731,3,0.038507,1,2.613471,0
20060602,sh.000001,1688.782,1695.58,1659.14,1669.399,1684.195,7814469100,44915922420,3,0.044354,1,-0.878515,0
20060605,sh.000001,1669.236,1685.292,1639.68,1684.624,1669.399,6729777100,36276144270,3,0.038149,1,0.912003,0
20060606,sh.000001,1681.22,1692.825,1672.814,1679.126,1684.624,5842296000,32173005450,3,0.033021,1,-0.326366,0
20060607,sh.000001,1678.238,1678.238,1588.971,1589.545,1679.126,6508531600,37165949586,3,0.036734,1,-5.334974,0
20060608,sh.000001,1576.435,1596.122,1540.934,1591.49,1589.545,5457687300,30237702240,3,0.030779,1,0.122359,0
20060609,sh.000001,1583.956,1594.438,1550.202,1551.384,1591.49,4700391700,25969107019,3,0.026463,1,-2.520026,0
20060612,sh.000001,1540.216,1566.447,1529.503,1552.798,1551.384,3149627400,18350032479,3,0.017673,1,0.091141,0
20060613,sh.000001,1552.098,1570.1,1532.059,1548.495,1552.798,3245068300,18252967053,3,0.018142,1,-0.277111,0
20060614,sh.000001,1540.635,1540.635,1512.521,1531.327,1548.495,3243810300,17489724159,3,0.018131,1,-1.108687,0
20060615,sh.000001,1531.247,1551.3,1528.23,1533.98,1531.327,2847339800,15749530834,3,0.015905,1,0.173245,0
20060616,sh.000001,1540.187,1574.475,1540.187,1574.467,1533.98,3357261200,18773707617,3,0.018738,1,2.639347,0
20060619,sh.000001,1559.985,1591.85,1544.931,1586.286,1574.467,3556204700,20635199162,3,0.019837,1,0.750665,0
20060620,sh.000001,1583.871,1592.832,1572.582,1592.332,1586.286,3553711100,20658724948,3,0.019804,1,0.381143,0
20060621,sh.000001,1590.607,1617.714,1570.083,1598.116,1592.332,3970588000,22426544902,3,0.022121,1,0.363237,0
20060622,sh.000001,1593.097,1605.252,1587.799,1596.066,1598.116,3246588800,18310093363,3,0.018066,1,-0.128272,0
20060623,sh.000001,1594.495,1608.108,1582.019,1605.711,1596.066,3502677800,20932009523,3,0.019436,1,0.604299,0
20060626,sh.000001,1607.786,1635.803,1607.786,1633.449,1605.711,3949925000,23927245387,3,0.02187,1,1.727454,0
20060627,sh.000001,1636.703,1642.571,1627.592,1639.551,1633.449,3645178400,21481437588,3,0.020173,1,0.373569,0
20060628,sh.000001,1638.23,1642.354,1627.068,1639.286,1639.551,3322060100,18652269224,3,0.018359,1,-0.016164,0
20060629,sh.000001,1641.928,1672.101,1641.928,1671.618,1639.286,5179902800,29018734618,3,0.028602,1,1.972324,0
20060630,sh.000001,1679.724,1690.953,1662.28,1672.211,1671.618,4983707600,28588342410,3,0.027406,1,0.035476,0
20060703,sh.000001,1677.311,1697.83,1670.016,1697.282,1672.211,4863659200,28446545723,3,0.026595,1,1.499268,0
20060704,sh.000001,1700.323,1702.658,1670.13,1681.547,1697.282,5431649200,32718658218,3,0.029689,1,-0.92707,0
20060705,sh.000001,1755.222,1757.472,1703.585,1718.555,1681.547,6072080600,32521556368,3,0.032537,1,2.200834,0
20060706,sh.000001,1715.279,1742.204,1711.651,1741.47,1718.555,5006266900,29786950494,3,0.026784,1,1.333383,0
20060707,sh.000001,1746.521,1750.028,1724.675,1730.19,1741.47,4943012700,29559549758,3,0.026426,1,-0.64773,0
20060710,sh.000001,1730.698,1737.031,1715.828,1734.329,1730.19,3904952600,23793270439,3,0.020873,1,0.239225,0
20060711,sh.000001,1736.986,1746.724,1725.231,1745.806,1734.329,4008545000,24372507945,3,0.021391,1,0.661757,0
20060712,sh.000001,1745.878,1753.275,1737.999,1740,1745.806,4878589100,30494774588,3,0.025994,1,-0.33257,0
20060713,sh.000001,1736.207,1737.595,1654.486,1655.773,1740,6747158900,39574756048,3,0.03592,1,-4.840635,0
20060714,sh.000001,1641.138,1676.754,1633.898,1665.208,1655.773,4158780400,24614810204,3,0.022111,1,0.569828,0
20060717,sh.000001,1662.047,1684.344,1653.603,1682.887,1665.208,3220393300,19821153519,3,0.017112,1,1.061666,0
20060718,sh.000001,1682.36,1684.672,1666.311,1684.252,1682.887,3140535400,18528216194,3,0.016671,1,0.08111,0
20060719,sh.000001,1681.771,1681.771,1637.486,1645.16,1684.252,3505983000,20603536373,3,0.018606,1,-2.321026,0
20060720,sh.000001,1642.624,1658.054,1636.259,1655.122,1645.16,2866119700,16518086754,3,0.015193,1,0.605529,0
20060721,sh.000001,1653.811,1669.288,1653.507,1665.328,1655.122,2996048900,16664622044,3,0.015866,1,0.616635,0
20060724,sh.000001,1648.749,1667.617,1632.687,1665.944,1665.328,3118400800,17329901789,3,0.016509,1,0.036988,0
20060725,sh.000001,1668.138,1690.613,1668.138,1685.461,1665.944,3423780100,19580630083,3,0.018123,1,1.171533,0
20060726,sh.000001,1688.538,1691.429,1675.662,1686.654,1685.461,3116723100,17543497616,3,0.016492,1,0.070781,0
20060727,sh.000001,1685.347,1701.611,1665.386,1675.168,1686.654,3620183100,20668131608,3,0.019137,1,-0.680998,0
20060728,sh.000001,1674.43,1678.527,1646.346,1662.031,1675.168,3326896800,18805265844,3,0.01757,1,-0.784218,0
20060731,sh.000001,1659.535,1659.535,1611.163,1612.733,1662.031,3365448600,19558733762,3,0.017757,1,-2.966129,0
20060801,sh.000001,1619.635,1625.044,1596.658,1600.614,1612.733,3231066000,17900862653,3,0.016908,1,-0.751458,0
20060802,sh.000001,1598.758,1608.777,1577.902,1600.872,1600.614,2786576300,15048503237,3,0.014572,1,0.016115,0
20060803,sh.000001,1599.746,1609.425,1587.119,1601.058,1600.872,2082229300,11909137046,3,0.010874,1,0.011621,0
20060804,sh.000001,1601.608,1612.1,1567.251,1570.15,1601.058,2586705400,14401225370,3,0.013508,1,-1.930471,0
20060807,sh.000001,1561.801,1570.054,1541.413,1547.436,1570.15,2409920600,12761218183,3,0.012532,1,-1.446613,0
20060808,sh.000001,1547.905,1581.753,1547.905,1580.577,1547.436,2338299800,12314675808,3,0.012137,1,2.141671,0
20060809,sh.000001,1581.803,1585.173,1571.709,1578.566,1580.577,2163603600,11468884412,3,0.011197,1,-0.127231,0
20060810,sh.000001,1578.354,1606.943,1577.86,1606.065,1578.566,2632313600,13871479448,3,0.013587,1,1.742018,0
20060811,sh.000001,1605.597,1610.763,1596.217,1605.926,1606.065,2345146700,12306050014,3,0.01209,1,-0.008649,0
20060814,sh.000001,1605.202,1611.661,1566.722,1570.738,1605.926,2565505000,13783639455,3,0.013221,1,-2.191134,0
20060815,sh.000001,1568.267,1596.653,1564.398,1595.657,1570.738,2025921400,10942039774,3,0.010336,1,1.586448,0
20060816,sh.000001,1596.056,1616.453,1591.857,1616.41,1595.657,2856399800,15316278115,3,0.01457,1,1.300596,0
20060817,sh.000001,1612.412,1612.412,1592.846,1603.332,1616.41,2339190400,12166972224,3,0.011893,1,-0.809077,0
20060818,sh.000001,1601.567,1614.365,1596.562,1598.018,1603.332,2397424800,11727798657,3,0.012139,1,-0.33144,0
20060821,sh.000001,1565.457,1602.13,1558.1,1601.15,1598.018,2337431800,11999189682,3,0.011828,1,0.195998,0
20060822,sh.000001,1601.523,1619.074,1598.776,1613.355,1601.15,2670121100,15163018038,3,0.0135,1,0.762262,0
20060823,sh.000001,1614.393,1621.399,1608.741,1612.396,1613.355,2721290700,15455406413,3,0.013751,1,-0.05944,0
20060824,sh.000001,1612.699,1623.169,1601.887,1623.017,1612.396,2506129700,13593692277,3,0.012649,1,0.658707,0
20060825,sh.000001,1622.481,1630.047,1619.735,1623.034,1623.017,2782161400,15295238075,3,0.014035,1,0.001053,0
20060828,sh.000001,1627.123,1651.289,1624.281,1650.438,1623.034,3934124300,21633007200,3,0.019762,1,1.688438,0
20060829,sh.000001,1652.672,1667.53,1649.593,1651.024,1650.438,4805041100,27063623012,3,0.024107,1,0.035509,0
20060830,sh.000001,1648.348,1656.232,1640.281,1655.195,1651.024,3144285800,17230948785,3,0.015805,1,0.252625,0
20060831,sh.000001,1655.903,1661.473,1649.997,1658.638,1655.195,3513501600,19087552034,3,0.017631,1,0.208011,0
20060901,sh.000001,1658.66,1660.518,1634.026,1636.691,1658.638,3595457500,19724461614,3,0.018041,1,-1.323188,0
20060904,sh.000001,1635.332,1657.691,1635.122,1657.52,1636.691,3309342600,17623874059,3,0.016601,1,1.272627,0
20060905,sh.000001,1659.737,1669.901,1657.047,1664.078,1657.52,4053349300,21946288118,3,0.02032,1,0.39565,0
20060906,sh.000001,1665.13,1672.26,1656.863,1672.121,1664.078,3357962300,18255683937,3,0.016833,1,0.483329,0
20060907,sh.000001,1683.782,1683.89,1655.408,1661.19,1672.121,3152275400,17524649356,3,0.015785,1,-0.653722,0
20060908,sh.000001,1659.702,1671.308,1658.673,1667.984,1661.19,2655202800,14102795466,3,0.013272,1,0.408988,0
20060911,sh.000001,1668.161,1675.094,1653.01,1674.966,1667.984,3059052900,16797589937,3,0.015286,1,0.418585,0
20060912,sh.000001,1675.198,1699.585,1673.441,1695.862,1674.966,3739045300,19830545528,3,0.018684,1,1.247555,0
20060913,sh.000001,1695.351,1713.989,1687.049,1689.389,1695.862,4304569100,22716904831,3,0.021506,1,-0.381695,0
20060914,sh.000001,1689.631,1696.622,1672.884,1689.692,1689.389,3388825800,18576806055,3,0.016929,1,0.017934,0
20060915,sh.000001,1689.605,1722.66,1689.51,1721.045,1689.692,4703230700,24114644123,3,0.023486,1,1.855547,0
20060918,sh.000001,1727.915,1733.413,1719.16,1732.987,1721.045,4484006200,23708204983,3,0.022392,1,0.693882,0
20060919,sh.000001,1735.301,1743.021,1728.289,1735.241,1732.987,4345533000,23210633044,3,0.02168,1,0.130059,0
20060920,sh.000001,1733.637,1737.734,1720.835,1732.453,1735.241,3883657100,20820855388,3,0.019344,1,-0.160667,0
20060921,sh.000001,1731.585,1743.63,1731.222,1740.901,1732.453,3953314600,21484098198,3,0.019673,1,0.487632,0
20060922,sh.000001,1744.605,1746.615,1724.104,1725.361,1740.901,4477782800,25509820069,3,0.022267,1,-0.892644,0
20060925,sh.000001,1722.744,1732.279,1709.771,1722.366,1725.361,4016809300,22960247678,3,0.019957,1,-0.173587,0
20060926,sh.000001,1720.781,1721.584,1704.774,1712.637,1722.366,3313453000,18519170789,3,0.016451,1,-0.564863,0
20060927,sh.000001,1711.514,1725.501,1709.766,1725.039,1712.637,2924715800,16391910546,3,0.014509,1,0.724145,0
20060928,sh.000001,1725.515,1740.787,1722.219,1736.963,1725.039,3397985800,19916525560,3,0.016856,1,0.691235,0
20060929,sh.000001,1740.059,1755.691,1740.059,1752.424,1736.963,4123628500,23462273270,3,0.020442,1,0.890113,0
20061009,sh.000001,1768.144,1786.11,1763.111,1785.385,1752.424,5293514300,29082449931,3,0.026124,1,1.880884,0
20061010,sh.000001,1784.22,1793.141,1771.856,1784.862,1785.385,5513649300,31459190780,3,0.027102,1,-0.029291,0
20061011,sh.000001,1784.518,1792.761,1771.016,1790.104,1784.862,4928388200,26310183670,3,0.024225,1,0.293689,0
20061012,sh.000001,1790.631,1792.239,1774.142,1778.181,1790.104,5316904600,28132397508,3,0.026122,1,-0.666049,0
20061013,sh.000001,1776.511,1792.868,1773.233,1784.656,1778.181,4253984200,23393102979,3,0.0209,1,0.364135,0
20061016,sh.000001,1787.7,1789.175,1766.308,1771.299,1784.656,4676616000,24779036373,3,0.02289,1,-0.748439,0
20061017,sh.000001,1768.628,1777.598,1758.311,1763.901,1771.299,3926234400,21755132328,3,0.019192,1,-0.417657,0
20061018,sh.000001,1762.404,1787.743,1760.883,1787.185,1763.901,3681056300,20404556378,3,0.017994,1,1.320032,0
20061019,sh.000001,1788.582,1799.294,1784.345,1792.253,1787.185,4149060700,22721449337,3,0.02028,1,0.283574,0
20061020,sh.000001,1792.6,1801.334,1786.344,1790.364,1792.253,4146159900,23549793784,3,0.020266,1,-0.1054,0
20061023,sh.000001,1789.645,1797.427,1753.494,1759.394,1790.364,4444108500,24576748184,3,0.021687,1,-1.729814,0
20061024,sh.000001,1756.457,1805.273,1756.457,1805.181,1759.394,3991120600,22516170682,3,0.019474,1,2.602429,0
20061025,sh.000001,1807.03,1825.609,1789.905,1806.646,1805.181,4451225900,25910017016,3,0.021712,1,0.081153,0
20061026,sh.000001,1804.893,1816.762,1791.947,1810.646,1806.646,4873708200,25537889287,3,0.023254,1,0.221405,0
20061027,sh.000001,1836.214,1842.73,1803.215,1807.175,1810.646,7374892300,34485707306,3,0.034076,1,-0.191697,0
20061030,sh.000001,1804.367,1815.612,1788.287,1809.656,1807.175,4533594400,23152813095,3,0.020934,1,0.137284,0
20061031,sh.000001,1811.469,1839.318,1811.469,1837.993,1809.656,4655713500,24779224834,3,0.021492,1,1.56588,0
20061101,sh.000001,1838.68,1855.887,1833.201,1855.713,1837.993,4778352600,27078206738,3,0.021998,1,0.964094,0
20061102,sh.000001,1856.921,1857.145,1834.844,1851.314,1855.713,5174172500,28282302772,3,0.023794,1,-0.237054,0
20061103,sh.000001,1851.404,1873.664,1850.151,1866.362,1851.314,4986072000,26789660848,3,0.022922,1,0.812833,0
20061106,sh.000001,1853.186,1886.519,1846.011,1886.307,1866.362,4954451700,27619541180,3,0.022754,1,1.068654,0
20061107,sh.000001,1889.534,1897.41,1862.932,1889.53,1886.307,5484907400,31760892116,3,0.025181,1,0.170864,0
20061108,sh.000001,1885.855,1886.256,1865.223,1866.817,1889.53,3777045400,22090043817,3,0.017331,1,-1.202046,0
20061109,sh.000001,1860.954,1899.097,1858.595,1896.482,1866.817,4409618200,25651081752,3,0.020229,1,1.58907,0
20061110,sh.000001,1896.929,1920.184,1870.96,1883.347,1896.482,6280942700,34716751200,3,0.028811,1,-0.692599,0
20061113,sh.000001,1878.704,1905.897,1852.102,1863.765,1883.347,5001672900,27755542388,3,0.022922,1,-1.039746,0
20061114,sh.000001,1868.173,1888.432,1841.823,1888.239,1863.765,4318802800,23697796932,3,0.019793,1,1.313148,0
20061115,sh.000001,1888.539,1923.139,1878.695,1922.935,1888.239,4668244100,26782036853,3,0.021394,1,1.837481,0
20061116,sh.000001,1930.926,1976.046,1926.724,1941.547,1922.935,6398356600,34948670491,3,0.029299,1,0.967892,0
20061117,sh.000001,1934.637,1972.607,1925.149,1971.793,1941.547,4941874000,27537479766,3,0.022622,1,1.557828,0
